id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary,source
88,nytimes.com,hate,https://nytimes.com/article/87,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.576238,2026-04-14T16:00:35.576239,2026-04-14T16:00:35.576240,Update about current events,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,nytimes.com
89,barenakedislam.com,rumor,https://barenakedislam.com/article/88,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.576275,2026-04-14T16:00:35.576276,2026-04-14T16:00:35.576277,News report on recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,barenakedislam.com
90,breitbart.com,rumor,https://breitbart.com/article/89,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.576308,2026-04-14T16:00:35.576309,2026-04-14T16:00:35.576310,News report on ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,breitbart.com
91,nytimes.com,unreliable,https://nytimes.com/article/90,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.576341,2026-04-14T16:00:35.576342,2026-04-14T16:00:35.576343,News report on current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,nytimes.com
92,breitbart.com,rumor,https://breitbart.com/article/91,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.576374,2026-04-14T16:00:35.576375,2026-04-14T16:00:35.576375,Update about recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,breitbart.com
93,foxnews.com,bias,https://foxnews.com/article/92,The evidence clearly points to a specific conclusion that supports established viewpoints. Correlations are strong.,2026-04-14T16:00:35.576412,2026-04-14T16:00:35.576413,2026-04-14T16:00:35.576414,Report indicates clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,foxnews.com
94,foxnews.com,rumor,https://foxnews.com/article/93,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.576449,2026-04-14T16:00:35.576450,2026-04-14T16:00:35.576451,Coverage of current events,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,foxnews.com
95,bbc.com,fake,https://bbc.com/article/94,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.576480,2026-04-14T16:00:35.576481,2026-04-14T16:00:35.576482,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,bbc.com
96,nytimes.com,bias,https://nytimes.com/article/95,The evidence clearly points to a specific conclusion that supports established viewpoints. The data speaks for itself.,2026-04-14T16:00:35.576515,2026-04-14T16:00:35.576516,2026-04-14T16:00:35.576516,Analysis reveals clear pattern in social trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,nytimes.com
97,snopes.com,reliable,https://snopes.com/article/96,A comprehensive study using rigorous methodology has produced significant findings. Findings are reproducible.,2026-04-14T16:00:35.576549,2026-04-14T16:00:35.576550,2026-04-14T16:00:35.576551,Peer-reviewed study from Science,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,snopes.com
98,cnn.com,unreliable,https://cnn.com/article/97,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.576585,2026-04-14T16:00:35.576586,2026-04-14T16:00:35.576587,Coverage of current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,cnn.com
99,foxnews.com,fake,https://foxnews.com/article/98,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.576614,2026-04-14T16:00:35.576615,2026-04-14T16:00:35.576615,Breaking: Scientific discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,foxnews.com
100,nytimes.com,reliable,https://nytimes.com/article/99,A comprehensive study using rigorous methodology has produced significant findings. Methodology was robust.,2026-04-14T16:00:35.576647,2026-04-14T16:00:35.576648,2026-04-14T16:00:35.576649,Peer-reviewed study from Science,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,nytimes.com
