id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary,source
1159,barenakedislam.com,reliable,https://barenakedislam.com/article/1158,A comprehensive study using rigorous methodology has produced significant findings. Methodology was robust.,2026-04-14T16:00:35.662610,2026-04-14T16:00:35.662619,2026-04-14T16:00:35.662620,Peer-reviewed study from Science,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,barenakedislam.com
1160,bbc.com,reliable,https://bbc.com/article/1159,A comprehensive study using rigorous methodology has produced significant findings. Methodology was robust.,2026-04-14T16:00:35.662661,2026-04-14T16:00:35.662662,2026-04-14T16:00:35.662663,New research published in Science,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,bbc.com
1161,infowars.com,reliable,https://infowars.com/article/1160,A comprehensive study using rigorous methodology has produced significant findings. Findings are reproducible.,2026-04-14T16:00:35.662698,2026-04-14T16:00:35.662699,2026-04-14T16:00:35.662700,Peer-reviewed study from The Lancet,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,infowars.com
1162,express.co.uk,conspiracy,https://express.co.uk/article/1161,What they don't want you to know could change everything. Evidence is mounting.,2026-04-14T16:00:35.662734,2026-04-14T16:00:35.662735,2026-04-14T16:00:35.662736,Secret documents reveal major event,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,express.co.uk
1163,snopes.com,satire,https://snopes.com/article/1162,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.662773,2026-04-14T16:00:35.662774,2026-04-14T16:00:35.662775,Coverage of current events,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,snopes.com
1164,nytimes.com,bias,https://nytimes.com/article/1163,The evidence clearly points to a specific conclusion that supports established viewpoints. Patterns are unmistakable.,2026-04-14T16:00:35.662810,2026-04-14T16:00:35.662810,2026-04-14T16:00:35.662811,Report indicates clear pattern in economic trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,nytimes.com
1165,barenakedislam.com,fake,https://barenakedislam.com/article/1164,Researchers have made an astonishing discovery that challenges everything we know. Experts are baffled.,2026-04-14T16:00:35.662840,2026-04-14T16:00:35.662841,2026-04-14T16:00:35.662842,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,barenakedislam.com
1166,nytimes.com,satire,https://nytimes.com/article/1165,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.662875,2026-04-14T16:00:35.662876,2026-04-14T16:00:35.662877,Coverage of ongoing situation,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,nytimes.com
1167,breitbart.com,fake,https://breitbart.com/article/1166,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.662904,2026-04-14T16:00:35.662905,2026-04-14T16:00:35.662906,Breaking: Medical discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,breitbart.com
1168,barenakedislam.com,fake,https://barenakedislam.com/article/1167,Researchers have made an astonishing discovery that challenges everything we know. Experts are baffled.,2026-04-14T16:00:35.662934,2026-04-14T16:00:35.662935,2026-04-14T16:00:35.662936,Breaking: Medical discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,barenakedislam.com
1169,breitbart.com,hate,https://breitbart.com/article/1168,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.662968,2026-04-14T16:00:35.662969,2026-04-14T16:00:35.662970,News report on current events,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,breitbart.com
1170,theguardian.com,fake,https://theguardian.com/article/1169,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.662998,2026-04-14T16:00:35.662999,2026-04-14T16:00:35.662999,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,theguardian.com
1171,nytimes.com,unreliable,https://nytimes.com/article/1170,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.663033,2026-04-14T16:00:35.663034,2026-04-14T16:00:35.663034,Coverage of current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,nytimes.com
1172,barenakedislam.com,fake,https://barenakedislam.com/article/1171,Researchers have made an astonishing discovery that challenges everything we know. The implications are profound.,2026-04-14T16:00:35.663062,2026-04-14T16:00:35.663063,2026-04-14T16:00:35.663064,Breaking: Alien discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,barenakedislam.com
1173,infowars.com,bias,https://infowars.com/article/1172,The evidence clearly points to a specific conclusion that supports established viewpoints. The data speaks for itself.,2026-04-14T16:00:35.663100,2026-04-14T16:00:35.663101,2026-04-14T16:00:35.663101,Report indicates clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,infowars.com
1174,snopes.com,satire,https://snopes.com/article/1173,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.663136,2026-04-14T16:00:35.663137,2026-04-14T16:00:35.663137,Update about recent developments,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,snopes.com
1175,infowars.com,hate,https://infowars.com/article/1174,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.663174,2026-04-14T16:00:35.663175,2026-04-14T16:00:35.663175,News report on ongoing situation,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,infowars.com
1176,infowars.com,fake,https://infowars.com/article/1175,Researchers have made an astonishing discovery that challenges everything we know. The implications are profound.,2026-04-14T16:00:35.663203,2026-04-14T16:00:35.663204,2026-04-14T16:00:35.663205,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,infowars.com
1177,nytimes.com,conspiracy,https://nytimes.com/article/1176,What they don't want you to know could change everything. The truth will emerge.,2026-04-14T16:00:35.663238,2026-04-14T16:00:35.663239,2026-04-14T16:00:35.663239,Hidden truth about major event,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,nytimes.com
1178,bbc.com,fake,https://bbc.com/article/1177,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.663267,2026-04-14T16:00:35.663268,2026-04-14T16:00:35.663269,Breaking: Medical discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,bbc.com
1179,express.co.uk,clickbait,https://express.co.uk/article/1178,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.663314,2026-04-14T16:00:35.663315,2026-04-14T16:00:35.663316,Coverage of ongoing situation,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,express.co.uk
1180,infowars.com,rumor,https://infowars.com/article/1179,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.663350,2026-04-14T16:00:35.663351,2026-04-14T16:00:35.663352,Coverage of current events,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,infowars.com
1181,foxnews.com,reliable,https://foxnews.com/article/1180,A comprehensive study using rigorous methodology has produced significant findings. Results are statistically significant.,2026-04-14T16:00:35.663386,2026-04-14T16:00:35.663387,2026-04-14T16:00:35.663388,New research published in Nature,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,foxnews.com
1182,cnn.com,satire,https://cnn.com/article/1181,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.663429,2026-04-14T16:00:35.663430,2026-04-14T16:00:35.663431,News report on recent developments,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,cnn.com
1183,nytimes.com,unreliable,https://nytimes.com/article/1182,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.663475,2026-04-14T16:00:35.663477,2026-04-14T16:00:35.663478,News report on current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,nytimes.com
1184,breitbart.com,fake,https://breitbart.com/article/1183,Researchers have made an astonishing discovery that challenges everything we know. Experts are baffled.,2026-04-14T16:00:35.663509,2026-04-14T16:00:35.663510,2026-04-14T16:00:35.663510,Breaking: Alien discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,breitbart.com
1185,bbc.com,bias,https://bbc.com/article/1184,The evidence clearly points to a specific conclusion that supports established viewpoints. The data speaks for itself.,2026-04-14T16:00:35.663544,2026-04-14T16:00:35.663545,2026-04-14T16:00:35.663545,Analysis reveals clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,bbc.com
1186,bbc.com,satire,https://bbc.com/article/1185,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.663578,2026-04-14T16:00:35.663579,2026-04-14T16:00:35.663580,Coverage of recent developments,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,bbc.com
1187,express.co.uk,bias,https://express.co.uk/article/1186,The evidence clearly points to a specific conclusion that supports established viewpoints. Patterns are unmistakable.,2026-04-14T16:00:35.663613,2026-04-14T16:00:35.663614,2026-04-14T16:00:35.663615,Report indicates clear pattern in economic trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,express.co.uk
1188,barenakedislam.com,bias,https://barenakedislam.com/article/1187,The evidence clearly points to a specific conclusion that supports established viewpoints. Correlations are strong.,2026-04-14T16:00:35.663648,2026-04-14T16:00:35.663649,2026-04-14T16:00:35.663650,Analysis reveals clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,barenakedislam.com
1189,express.co.uk,unreliable,https://express.co.uk/article/1188,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.663682,2026-04-14T16:00:35.663683,2026-04-14T16:00:35.663683,Update about ongoing situation,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,express.co.uk
1190,bbc.com,fake,https://bbc.com/article/1189,Researchers have made an astonishing discovery that challenges everything we know. The implications are profound.,2026-04-14T16:00:35.663710,2026-04-14T16:00:35.663711,2026-04-14T16:00:35.663712,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,bbc.com
1191,infowars.com,clickbait,https://infowars.com/article/1190,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.663744,2026-04-14T16:00:35.663745,2026-04-14T16:00:35.663745,Update about ongoing situation,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,infowars.com
1192,breitbart.com,clickbait,https://breitbart.com/article/1191,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.663777,2026-04-14T16:00:35.663778,2026-04-14T16:00:35.663778,Coverage of recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,breitbart.com
1193,bbc.com,unreliable,https://bbc.com/article/1192,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.663812,2026-04-14T16:00:35.663813,2026-04-14T16:00:35.663813,News report on current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,bbc.com
1194,barenakedislam.com,political,https://barenakedislam.com/article/1193,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.663845,2026-04-14T16:00:35.663846,2026-04-14T16:00:35.663847,News report on recent developments,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,barenakedislam.com
1195,cnn.com,rumor,https://cnn.com/article/1194,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.663880,2026-04-14T16:00:35.663881,2026-04-14T16:00:35.663881,Update about recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,cnn.com
1196,bbc.com,rumor,https://bbc.com/article/1195,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.663913,2026-04-14T16:00:35.663914,2026-04-14T16:00:35.663915,News report on current events,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,bbc.com
1197,snopes.com,clickbait,https://snopes.com/article/1196,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.663947,2026-04-14T16:00:35.663948,2026-04-14T16:00:35.663949,Update about recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,snopes.com
1198,cnn.com,reliable,https://cnn.com/article/1197,A comprehensive study using rigorous methodology has produced significant findings. Results are statistically significant.,2026-04-14T16:00:35.663982,2026-04-14T16:00:35.663983,2026-04-14T16:00:35.663984,Peer-reviewed study from Science,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,cnn.com
1199,nytimes.com,clickbait,https://nytimes.com/article/1198,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.664018,2026-04-14T16:00:35.664019,2026-04-14T16:00:35.664020,Update about ongoing situation,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,nytimes.com
1200,foxnews.com,rumor,https://foxnews.com/article/1199,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.664055,2026-04-14T16:00:35.664056,2026-04-14T16:00:35.664057,News report on ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,foxnews.com
1201,breitbart.com,political,https://breitbart.com/article/1200,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.664090,2026-04-14T16:00:35.664091,2026-04-14T16:00:35.664092,Update about ongoing situation,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,breitbart.com
1202,nytimes.com,unreliable,https://nytimes.com/article/1201,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.664127,2026-04-14T16:00:35.664128,2026-04-14T16:00:35.664129,Coverage of recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,nytimes.com
1203,cnn.com,unreliable,https://cnn.com/article/1202,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.664164,2026-04-14T16:00:35.664165,2026-04-14T16:00:35.664165,Coverage of recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,cnn.com
1204,bbc.com,clickbait,https://bbc.com/article/1203,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.664198,2026-04-14T16:00:35.664199,2026-04-14T16:00:35.664199,News report on current events,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,bbc.com
1205,foxnews.com,conspiracy,https://foxnews.com/article/1204,What they don't want you to know could change everything. The pieces are coming together.,2026-04-14T16:00:35.664232,2026-04-14T16:00:35.664233,2026-04-14T16:00:35.664233,Whistleblower exposes major event,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,foxnews.com
1206,breitbart.com,reliable,https://breitbart.com/article/1205,A comprehensive study using rigorous methodology has produced significant findings. Results are statistically significant.,2026-04-14T16:00:35.664267,2026-04-14T16:00:35.664268,2026-04-14T16:00:35.664269,Scientific paper in The Lancet,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,breitbart.com
1207,snopes.com,political,https://snopes.com/article/1206,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.664302,2026-04-14T16:00:35.664303,2026-04-14T16:00:35.664304,Update about current events,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,snopes.com
1208,theguardian.com,rumor,https://theguardian.com/article/1207,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.664338,2026-04-14T16:00:35.664339,2026-04-14T16:00:35.664340,Coverage of recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,theguardian.com
1209,nytimes.com,rumor,https://nytimes.com/article/1208,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.664371,2026-04-14T16:00:35.664372,2026-04-14T16:00:35.664373,Update about current events,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,nytimes.com
1210,cnn.com,clickbait,https://cnn.com/article/1209,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.664407,2026-04-14T16:00:35.664408,2026-04-14T16:00:35.664409,Coverage of current events,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,cnn.com
1211,bbc.com,satire,https://bbc.com/article/1210,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.664443,2026-04-14T16:00:35.664444,2026-04-14T16:00:35.664445,Update about current events,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,bbc.com
1212,cnn.com,conspiracy,https://cnn.com/article/1211,What they don't want you to know could change everything. The pieces are coming together.,2026-04-14T16:00:35.664480,2026-04-14T16:00:35.664481,2026-04-14T16:00:35.664482,Secret documents reveal corporate cover-up,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,cnn.com
1213,barenakedislam.com,fake,https://barenakedislam.com/article/1212,Researchers have made an astonishing discovery that challenges everything we know. The implications are profound.,2026-04-14T16:00:35.664509,2026-04-14T16:00:35.664510,2026-04-14T16:00:35.664511,Breaking: Medical discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,barenakedislam.com
1214,breitbart.com,unreliable,https://breitbart.com/article/1213,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.664543,2026-04-14T16:00:35.664544,2026-04-14T16:00:35.664544,Update about recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,breitbart.com
1215,bbc.com,unreliable,https://bbc.com/article/1214,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.664576,2026-04-14T16:00:35.664577,2026-04-14T16:00:35.664578,News report on recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,bbc.com
1216,foxnews.com,fake,https://foxnews.com/article/1215,Researchers have made an astonishing discovery that challenges everything we know. The implications are profound.,2026-04-14T16:00:35.664606,2026-04-14T16:00:35.664607,2026-04-14T16:00:35.664607,Breaking: Scientific discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,foxnews.com
1217,theguardian.com,fake,https://theguardian.com/article/1216,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.664647,2026-04-14T16:00:35.664648,2026-04-14T16:00:35.664649,Breaking: Scientific discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,theguardian.com
1218,theguardian.com,fake,https://theguardian.com/article/1217,Researchers have made an astonishing discovery that challenges everything we know. The implications are profound.,2026-04-14T16:00:35.664678,2026-04-14T16:00:35.664679,2026-04-14T16:00:35.664681,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,theguardian.com
1219,breitbart.com,conspiracy,https://breitbart.com/article/1218,What they don't want you to know could change everything. The truth will emerge.,2026-04-14T16:00:35.664714,2026-04-14T16:00:35.664715,2026-04-14T16:00:35.664716,Hidden truth about corporate cover-up,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,breitbart.com
1220,nytimes.com,fake,https://nytimes.com/article/1219,Researchers have made an astonishing discovery that challenges everything we know. The implications are profound.,2026-04-14T16:00:35.664744,2026-04-14T16:00:35.664745,2026-04-14T16:00:35.664746,Breaking: Scientific discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,nytimes.com
1221,bbc.com,bias,https://bbc.com/article/1220,The evidence clearly points to a specific conclusion that supports established viewpoints. The data speaks for itself.,2026-04-14T16:00:35.664778,2026-04-14T16:00:35.664779,2026-04-14T16:00:35.664779,Report indicates clear pattern in social trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,bbc.com
1222,nytimes.com,rumor,https://nytimes.com/article/1221,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.664811,2026-04-14T16:00:35.664812,2026-04-14T16:00:35.664813,Update about recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,nytimes.com
1223,express.co.uk,rumor,https://express.co.uk/article/1222,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.664846,2026-04-14T16:00:35.664847,2026-04-14T16:00:35.664848,News report on ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,express.co.uk
1224,cnn.com,fake,https://cnn.com/article/1223,Researchers have made an astonishing discovery that challenges everything we know. The implications are profound.,2026-04-14T16:00:35.664874,2026-04-14T16:00:35.664875,2026-04-14T16:00:35.664876,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,cnn.com
1225,nytimes.com,fake,https://nytimes.com/article/1224,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.664904,2026-04-14T16:00:35.664905,2026-04-14T16:00:35.664905,Breaking: Medical discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,nytimes.com
1226,nytimes.com,rumor,https://nytimes.com/article/1225,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.664938,2026-04-14T16:00:35.664939,2026-04-14T16:00:35.664939,News report on ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,nytimes.com
1227,express.co.uk,bias,https://express.co.uk/article/1226,The evidence clearly points to a specific conclusion that supports established viewpoints. Correlations are strong.,2026-04-14T16:00:35.664971,2026-04-14T16:00:35.664972,2026-04-14T16:00:35.664972,Report indicates clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,express.co.uk
1228,bbc.com,clickbait,https://bbc.com/article/1227,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.665005,2026-04-14T16:00:35.665006,2026-04-14T16:00:35.665006,Update about ongoing situation,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,bbc.com
1229,snopes.com,political,https://snopes.com/article/1228,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.665038,2026-04-14T16:00:35.665039,2026-04-14T16:00:35.665040,News report on current events,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,snopes.com
1230,foxnews.com,hate,https://foxnews.com/article/1229,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.665071,2026-04-14T16:00:35.665072,2026-04-14T16:00:35.665073,Update about recent developments,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,foxnews.com
1231,cnn.com,conspiracy,https://cnn.com/article/1230,What they don't want you to know could change everything. The truth will emerge.,2026-04-14T16:00:35.665104,2026-04-14T16:00:35.665105,2026-04-14T16:00:35.665106,Secret documents reveal corporate cover-up,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,cnn.com
1232,express.co.uk,fake,https://express.co.uk/article/1231,Researchers have made an astonishing discovery that challenges everything we know. Experts are baffled.,2026-04-14T16:00:35.665133,2026-04-14T16:00:35.665134,2026-04-14T16:00:35.665135,Breaking: Alien discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,express.co.uk
1233,infowars.com,unreliable,https://infowars.com/article/1232,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.665168,2026-04-14T16:00:35.665169,2026-04-14T16:00:35.665170,Coverage of recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,infowars.com
1234,bbc.com,bias,https://bbc.com/article/1233,The evidence clearly points to a specific conclusion that supports established viewpoints. The data speaks for itself.,2026-04-14T16:00:35.665202,2026-04-14T16:00:35.665203,2026-04-14T16:00:35.665204,Study shows clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,bbc.com
1235,express.co.uk,fake,https://express.co.uk/article/1234,Researchers have made an astonishing discovery that challenges everything we know. Experts are baffled.,2026-04-14T16:00:35.665230,2026-04-14T16:00:35.665231,2026-04-14T16:00:35.665232,Breaking: Scientific discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,express.co.uk
1236,theguardian.com,fake,https://theguardian.com/article/1235,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.665257,2026-04-14T16:00:35.665258,2026-04-14T16:00:35.665258,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,theguardian.com
1237,barenakedislam.com,unreliable,https://barenakedislam.com/article/1236,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.665289,2026-04-14T16:00:35.665290,2026-04-14T16:00:35.665291,Update about recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,barenakedislam.com
1238,infowars.com,rumor,https://infowars.com/article/1237,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.665324,2026-04-14T16:00:35.665325,2026-04-14T16:00:35.665326,Coverage of current events,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,infowars.com
1239,theguardian.com,satire,https://theguardian.com/article/1238,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.665360,2026-04-14T16:00:35.665361,2026-04-14T16:00:35.665361,Update about recent developments,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,theguardian.com
1240,theguardian.com,hate,https://theguardian.com/article/1239,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.665393,2026-04-14T16:00:35.665394,2026-04-14T16:00:35.665394,Coverage of ongoing situation,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,theguardian.com
1241,foxnews.com,satire,https://foxnews.com/article/1240,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.665425,2026-04-14T16:00:35.665426,2026-04-14T16:00:35.665427,Update about current events,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,foxnews.com
1242,snopes.com,clickbait,https://snopes.com/article/1241,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.665459,2026-04-14T16:00:35.665460,2026-04-14T16:00:35.665460,News report on recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,snopes.com
1243,theguardian.com,clickbait,https://theguardian.com/article/1242,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.665493,2026-04-14T16:00:35.665494,2026-04-14T16:00:35.665494,Update about ongoing situation,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,theguardian.com
1244,bbc.com,clickbait,https://bbc.com/article/1243,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.665525,2026-04-14T16:00:35.665526,2026-04-14T16:00:35.665526,Coverage of ongoing situation,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,bbc.com
1245,bbc.com,unreliable,https://bbc.com/article/1244,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.665559,2026-04-14T16:00:35.665560,2026-04-14T16:00:35.665561,News report on recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,bbc.com
